transaction_id,customer_id,merchant_id,amount,payment_method,timestamp
TXN_00000001,CUST_000490,MERCH_0008,2315.26,credit_card,2026-04-18 02:13:35
TXN_00000004,CUST_000565,MERCH_0006,729.86,netbanking,2026-05-23 02:13:35
TXN_00000013,CUST_000175,MERCH_0031,1965.01,upi,2026-06-16 02:13:35
TXN_00000014,CUST_000137,MERCH_0028,1753.26,upi,2026-03-26 02:13:35
TXN_00000020,CUST_000163,MERCH_0034,537.86,wallet,2026-05-31 02:13:35
TXN_00000021,CUST_000019,MERCH_0041,412.24,netbanking,2026-05-12 02:13:35
TXN_00000027,CUST_000064,MERCH_0049,3256.43,upi,2026-04-18 02:13:35
TXN_00000032,CUST_000147,MERCH_0023,97.56,credit_card,2026-05-29 02:13:35
TXN_00000034,CUST_000045,MERCH_0043,458.32,netbanking,2026-03-25 02:13:35
TXN_00000035,CUST_000450,MERCH_0009,54.16,wallet,2026-05-18 02:13:35
TXN_00000040,CUST_000099,MERCH_0021,1365.17,credit_card,2026-04-04 02:13:35
TXN_00000047,CUST_000030,MERCH_0047,719.61,credit_card,2026-07-02 02:13:35
TXN_00000052,CUST_000518,MERCH_0046,1097.08,netbanking,2026-05-07 02:13:35
TXN_00000058,CUST_000478,MERCH_0042,942.47,upi,2026-06-24 02:13:35
TXN_00000062,CUST_000565,MERCH_0047,15979.38,wallet,2026-06-07 02:13:35
TXN_00000064,CUST_000205,MERCH_0042,7044.67,credit_card,2026-04-07 02:13:35
TXN_00000071,CUST_000598,MERCH_0009,1024.99,upi,2026-04-15 02:13:35
TXN_00000080,CUST_000298,MERCH_0040,1539.87,debit_card,2026-06-22 02:13:35
TXN_00000085,CUST_000210,MERCH_0002,1791.41,netbanking,2026-07-30 02:13:35
TXN_00000087,CUST_000084,MERCH_0039,305.86,credit_card,2026-05-31 02:13:35
TXN_00000091,CUST_000408,MERCH_0042,12750.93,wallet,2026-03-17 02:13:35
TXN_00000095,CUST_000048,MERCH_0010,8427.37,netbanking,2026-04-27 02:13:35
TXN_00000098,CUST_000536,MERCH_0048,117.36,debit_card,2026-06-02 02:13:35
TXN_00000099,CUST_000550,MERCH_0046,1060.06,netbanking,2026-07-20 02:13:35
TXN_00000102,CUST_000545,MERCH_0017,970.81,netbanking,2026-07-06 02:13:35
TXN_00000105,CUST_000141,MERCH_0032,2601.91,debit_card,2026-03-29 02:13:35
TXN_00000106,CUST_000512,MERCH_0005,1965.22,netbanking,2026-05-07 02:13:35
TXN_00000112,CUST_000177,MERCH_0046,384.37,upi,2026-07-10 02:13:35
TXN_00000121,CUST_000526,MERCH_0032,4329.13,netbanking,2026-03-27 02:13:35
TXN_00000122,CUST_000318,MERCH_0043,5372.14,credit_card,2026-03-29 02:13:35
TXN_00000123,CUST_000389,MERCH_0024,19.85,netbanking,2026-04-11 02:13:35
TXN_00000128,CUST_000127,MERCH_0028,443.3,credit_card,2026-04-01 02:13:35
TXN_00000129,CUST_000599,MERCH_0035,7084.84,debit_card,2026-06-03 02:13:35
TXN_00000130,CUST_000488,MERCH_0009,11414.71,wallet,2026-05-06 02:13:35
TXN_00000134,CUST_000225,MERCH_0014,504.55,credit_card,2026-07-03 02:13:35
TXN_00000138,CUST_000009,MERCH_0005,299.47,wallet,2026-06-11 02:13:35
TXN_00000143,CUST_000445,MERCH_0040,2242.21,debit_card,2026-05-25 02:13:35
TXN_00000146,CUST_000497,MERCH_0002,4660.51,debit_card,2026-04-14 02:13:35
TXN_00000147,CUST_000053,MERCH_0028,2384.82,credit_card,2026-03-21 02:13:35
TXN_00000156,CUST_000088,MERCH_0030,2329.63,netbanking,2026-07-27 02:13:35
TXN_00000159,CUST_000086,MERCH_0017,1253.29,credit_card,2026-07-08 02:13:35
TXN_00000160,CUST_000107,MERCH_0022,332.53,credit_card,2026-06-19 02:13:35
TXN_00000161,CUST_000322,MERCH_0016,656.21,credit_card,2026-03-20 02:13:35
TXN_00000166,CUST_000413,MERCH_0010,411.03,netbanking,2026-05-14 02:13:35
TXN_00000170,CUST_000486,MERCH_0001,9413.42,credit_card,2026-03-16 02:13:35
TXN_00000183,CUST_000480,MERCH_0042,426.08,netbanking,2026-03-30 02:13:35
TXN_00000186,CUST_000244,MERCH_0012,2778.97,credit_card,2026-04-21 02:13:35
TXN_00000187,CUST_000410,MERCH_0045,222.76,debit_card,2026-04-15 02:13:35
TXN_00000189,CUST_000127,MERCH_0008,4037.9,netbanking,2026-05-28 02:13:35
TXN_00000191,CUST_000303,MERCH_0030,132.03,netbanking,2026-03-05 02:13:35
TXN_00000197,CUST_000501,MERCH_0004,184.83,netbanking,2026-06-12 02:13:35
TXN_00000200,CUST_000576,MERCH_0045,548.4,netbanking,2026-06-14 02:13:35
TXN_00000201,CUST_000079,MERCH_0015,870.15,netbanking,2026-06-10 02:13:35
TXN_00000202,CUST_000173,MERCH_0010,1488.98,netbanking,2026-04-22 02:13:35
TXN_00000205,CUST_000578,MERCH_0036,1019.04,credit_card,2026-04-07 02:13:35
TXN_00000206,CUST_000511,MERCH_0005,524.07,debit_card,2026-03-14 02:13:35
TXN_00000214,CUST_000248,MERCH_0005,3784.17,debit_card,2026-03-10 02:13:35
TXN_00000216,CUST_000099,MERCH_0016,295.73,upi,2026-05-08 02:13:35
TXN_00000217,CUST_000092,MERCH_0018,260.74,netbanking,2026-06-09 02:13:35
TXN_00000219,CUST_000348,MERCH_0013,2061.51,debit_card,2026-07-23 02:13:35
TXN_00000224,CUST_000346,MERCH_0022,3357.83,upi,2026-06-19 02:13:35
TXN_00000230,CUST_000221,MERCH_0022,4034.09,netbanking,2026-04-18 02:13:35
TXN_00000232,CUST_000322,MERCH_0029,1057.28,wallet,2026-06-02 02:13:35
TXN_00000233,CUST_000201,MERCH_0000,1308.91,wallet,2026-04-17 02:13:35
TXN_00000240,CUST_000215,MERCH_0047,427.56,credit_card,2026-03-18 02:13:35
TXN_00000241,CUST_000418,MERCH_0006,22854.0,upi,2026-03-13 02:13:35
TXN_00000242,CUST_000025,MERCH_0042,1516.32,wallet,2026-07-16 02:13:35
TXN_00000243,CUST_000267,MERCH_0031,567.17,upi,2026-06-27 02:13:35
TXN_00000246,CUST_000317,MERCH_0038,339.21,debit_card,2026-06-10 02:13:35
TXN_00000251,CUST_000462,MERCH_0007,1052.17,credit_card,2026-05-22 02:13:35
TXN_00000252,CUST_000176,MERCH_0042,167.42,wallet,2026-03-09 02:13:35
TXN_00000258,CUST_000433,MERCH_0001,5600.34,credit_card,2026-05-24 02:13:35
TXN_00000267,CUST_000415,MERCH_0037,85.48,wallet,2026-04-13 02:13:35
TXN_00000269,CUST_000049,MERCH_0043,195.31,upi,2026-05-03 02:13:35
TXN_00000270,CUST_000490,MERCH_0034,202.52,debit_card,2026-06-09 02:13:35
TXN_00000273,CUST_000463,MERCH_0003,4968.35,credit_card,2026-06-03 02:13:35
TXN_00000276,CUST_000362,MERCH_0035,99.13,credit_card,2026-04-03 02:13:35
TXN_00000279,CUST_000548,MERCH_0037,2907.36,credit_card,2026-05-29 02:13:35
TXN_00000282,CUST_000308,MERCH_0046,2197.08,wallet,2026-05-02 02:13:35
TXN_00000288,CUST_000433,MERCH_0034,1380.09,debit_card,2026-05-15 02:13:35
TXN_00000293,CUST_000547,MERCH_0046,6846.07,netbanking,2026-07-25 02:13:35
TXN_00000295,CUST_000114,MERCH_0041,6554.14,credit_card,2026-05-06 02:13:35
TXN_00000308,CUST_000069,MERCH_0002,13287.34,netbanking,2026-05-23 02:13:35
TXN_00000313,CUST_000139,MERCH_0011,237.86,debit_card,2026-06-28 02:13:35
TXN_00000315,CUST_000410,MERCH_0048,2125.5,wallet,2026-06-03 02:13:35
TXN_00000317,CUST_000179,MERCH_0019,4833.04,debit_card,2026-04-11 02:13:35
TXN_00000325,CUST_000015,MERCH_0004,872.8,debit_card,2026-04-09 02:13:35
TXN_00000330,CUST_000588,MERCH_0049,2848.71,wallet,2026-03-12 02:13:35
TXN_00000337,CUST_000364,MERCH_0004,52.53,netbanking,2026-06-18 02:13:35
TXN_00000339,CUST_000245,MERCH_0028,7219.0,netbanking,2026-05-27 02:13:35
TXN_00000343,CUST_000352,MERCH_0004,18438.81,upi,2026-05-27 02:13:35
TXN_00000345,CUST_000495,MERCH_0020,27.15,upi,2026-05-09 02:13:35
TXN_00000347,CUST_000060,MERCH_0035,1810.28,upi,2026-05-04 02:13:35
TXN_00000348,CUST_000384,MERCH_0013,1896.11,netbanking,2026-06-18 02:13:35
TXN_00000358,CUST_000201,MERCH_0038,778.1,debit_card,2026-07-21 02:13:35
TXN_00000366,CUST_000470,MERCH_0014,2694.08,wallet,2026-03-11 02:13:35
TXN_00000372,CUST_000118,MERCH_0032,1702.58,wallet,2026-07-03 02:13:35
TXN_00000373,CUST_000410,MERCH_0018,196.1,credit_card,2026-03-26 02:13:35
TXN_00000376,CUST_000265,MERCH_0040,47.07,netbanking,2026-06-09 02:13:35
TXN_00000378,CUST_000587,MERCH_0024,3619.84,debit_card,2026-06-11 02:13:35
TXN_00000379,CUST_000060,MERCH_0018,1748.24,credit_card,2026-03-17 02:13:35
TXN_00000384,CUST_000555,MERCH_0002,17373.25,credit_card,2026-06-10 02:13:35
TXN_00000385,CUST_000125,MERCH_0008,61.65,debit_card,2026-03-14 02:13:35
TXN_00000386,CUST_000020,MERCH_0011,5828.46,netbanking,2026-03-18 02:13:35
TXN_00000387,CUST_000537,MERCH_0002,230.57,wallet,2026-03-18 02:13:35
TXN_00000389,CUST_000355,MERCH_0001,296.6,upi,2026-04-23 02:13:35
TXN_00000391,CUST_000346,MERCH_0041,19740.38,wallet,2026-06-08 02:13:35
TXN_00000392,CUST_000146,MERCH_0018,821.8,credit_card,2026-07-05 02:13:35
TXN_00000397,CUST_000349,MERCH_0045,5900.12,wallet,2026-06-09 02:13:35
TXN_00000400,CUST_000299,MERCH_0041,2389.17,debit_card,2026-05-16 02:13:35
TXN_00000401,CUST_000221,MERCH_0034,3761.38,debit_card,2026-03-31 02:13:35
TXN_00000402,CUST_000256,MERCH_0003,175.54,netbanking,2026-06-04 02:13:35
TXN_00000406,CUST_000428,MERCH_0030,1651.51,upi,2026-04-21 02:13:35
TXN_00000410,CUST_000531,MERCH_0012,268.69,credit_card,2026-06-18 02:13:35
TXN_00000413,CUST_000095,MERCH_0013,4928.73,wallet,2026-07-28 02:13:35
TXN_00000415,CUST_000183,MERCH_0046,2569.88,upi,2026-06-09 02:13:35
TXN_00000418,CUST_000303,MERCH_0040,710.31,wallet,2026-07-12 02:13:35
TXN_00000427,CUST_000314,MERCH_0028,1127.52,upi,2026-05-20 02:13:35
TXN_00000435,CUST_000220,MERCH_0014,6320.09,debit_card,2026-04-17 02:13:35
TXN_00000438,CUST_000258,MERCH_0025,4295.27,netbanking,2026-05-30 02:13:35
TXN_00000441,CUST_000101,MERCH_0009,3171.78,debit_card,2026-07-07 02:13:35
TXN_00000454,CUST_000349,MERCH_0002,840.38,netbanking,2026-06-24 02:13:35
TXN_00000455,CUST_000535,MERCH_0017,13457.14,credit_card,2026-07-11 02:13:35
TXN_00000458,CUST_000105,MERCH_0038,428.43,wallet,2026-07-17 02:13:35
TXN_00000459,CUST_000105,MERCH_0018,4422.35,wallet,2026-05-21 02:13:35
TXN_00000460,CUST_000410,MERCH_0036,74.91,debit_card,2026-03-12 02:13:35
TXN_00000461,CUST_000238,MERCH_0048,4174.41,credit_card,2026-06-13 02:13:35
TXN_00000463,CUST_000302,MERCH_0044,2370.15,netbanking,2026-05-03 02:13:35
TXN_00000466,CUST_000075,MERCH_0037,5817.98,wallet,2026-04-14 02:13:35
TXN_00000471,CUST_000545,MERCH_0044,1657.53,wallet,2026-04-23 02:13:35
TXN_00000472,CUST_000579,MERCH_0024,19515.61,debit_card,2026-06-23 02:13:35
TXN_00000474,CUST_000227,MERCH_0024,2684.17,debit_card,2026-07-21 02:13:35
TXN_00000475,CUST_000166,MERCH_0012,6376.18,netbanking,2026-05-06 02:13:35
TXN_00000476,CUST_000517,MERCH_0008,2902.67,upi,2026-07-07 02:13:35
TXN_00000484,CUST_000526,MERCH_0048,884.82,credit_card,2026-07-14 02:13:35
TXN_00000488,CUST_000583,MERCH_0020,23384.85,upi,2026-03-03 02:13:35
TXN_00000489,CUST_000098,MERCH_0017,1175.29,credit_card,2026-03-08 02:13:35
TXN_00000491,CUST_000519,MERCH_0015,17964.86,netbanking,2026-06-10 02:13:35
TXN_00000492,CUST_000200,MERCH_0030,880.23,credit_card,2026-06-25 02:13:35
TXN_00000496,CUST_000570,MERCH_0040,2306.21,credit_card,2026-03-27 02:13:35
TXN_00000498,CUST_000534,MERCH_0013,765.37,upi,2026-07-19 02:13:35
TXN_00000502,CUST_000361,MERCH_0026,2629.05,debit_card,2026-05-14 02:13:35
TXN_00000504,CUST_000513,MERCH_0015,810.64,wallet,2026-05-22 02:13:35
TXN_00000505,CUST_000219,MERCH_0002,483.46,credit_card,2026-07-18 02:13:35
TXN_00000508,CUST_000553,MERCH_0011,1814.0,credit_card,2026-03-05 02:13:35
TXN_00000509,CUST_000332,MERCH_0006,1965.53,debit_card,2026-06-11 02:13:35
TXN_00000510,CUST_000269,MERCH_0048,933.72,netbanking,2026-03-11 02:13:35
TXN_00000520,CUST_000467,MERCH_0025,333.98,netbanking,2026-06-29 02:13:35
TXN_00000524,CUST_000327,MERCH_0039,564.31,wallet,2026-03-08 02:13:35
TXN_00000540,CUST_000221,MERCH_0047,5285.85,wallet,2026-06-01 02:13:35
TXN_00000546,CUST_000263,MERCH_0024,934.57,netbanking,2026-03-31 02:13:35
TXN_00000550,CUST_000349,MERCH_0006,85.36,netbanking,2026-04-04 02:13:35
TXN_00000553,CUST_000259,MERCH_0005,24708.33,debit_card,2026-03-30 02:13:35
TXN_00000555,CUST_000413,MERCH_0019,160.94,netbanking,2026-05-31 02:13:35
TXN_00000556,CUST_000413,MERCH_0017,11.44,upi,2026-03-07 02:13:35
TXN_00000560,CUST_000298,MERCH_0045,4595.49,debit_card,2026-05-02 02:13:35
TXN_00000561,CUST_000127,MERCH_0048,183.13,wallet,2026-06-16 02:13:35
TXN_00000562,CUST_000286,MERCH_0044,7007.02,netbanking,2026-07-25 02:13:35
TXN_00000563,CUST_000576,MERCH_0035,352.15,debit_card,2026-04-11 02:13:35
TXN_00000564,CUST_000263,MERCH_0003,7679.45,credit_card,2026-03-15 02:13:35
TXN_00000565,CUST_000343,MERCH_0007,539.96,debit_card,2026-05-05 02:13:35
TXN_00000566,CUST_000554,MERCH_0044,6084.36,netbanking,2026-06-24 02:13:35
TXN_00000573,CUST_000357,MERCH_0020,374.58,credit_card,2026-04-02 02:13:35
TXN_00000574,CUST_000217,MERCH_0022,2300.54,netbanking,2026-06-22 02:13:35
TXN_00000577,CUST_000088,MERCH_0000,32.33,wallet,2026-06-22 02:13:35
TXN_00000592,CUST_000281,MERCH_0042,6703.55,netbanking,2026-07-07 02:13:35
TXN_00000600,CUST_000414,MERCH_0039,1963.91,debit_card,2026-06-30 02:13:35
TXN_00000607,CUST_000516,MERCH_0022,320.43,wallet,2026-07-03 02:13:35
TXN_00000608,CUST_000259,MERCH_0042,3058.73,netbanking,2026-04-24 02:13:35
TXN_00000609,CUST_000549,MERCH_0032,492.32,credit_card,2026-05-17 02:13:35
TXN_00000612,CUST_000218,MERCH_0038,601.9,credit_card,2026-03-30 02:13:35
TXN_00000614,CUST_000463,MERCH_0017,2868.35,netbanking,2026-03-10 02:13:35
TXN_00000619,CUST_000200,MERCH_0039,7080.76,upi,2026-04-12 02:13:35
TXN_00000624,CUST_000356,MERCH_0035,1042.61,netbanking,2026-06-12 02:13:35
TXN_00000627,CUST_000069,MERCH_0041,1252.14,upi,2026-07-16 02:13:35
TXN_00000632,CUST_000066,MERCH_0012,7355.37,debit_card,2026-03-19 02:13:35
TXN_00000637,CUST_000192,MERCH_0015,882.1,wallet,2026-05-22 02:13:35
TXN_00000639,CUST_000032,MERCH_0001,1398.5,upi,2026-07-10 02:13:35
TXN_00000640,CUST_000372,MERCH_0017,2199.71,wallet,2026-04-06 02:13:35
TXN_00000641,CUST_000495,MERCH_0042,4274.47,upi,2026-07-19 02:13:35
TXN_00000642,CUST_000098,MERCH_0045,8565.39,debit_card,2026-04-05 02:13:35
TXN_00000645,CUST_000060,MERCH_0049,4226.23,credit_card,2026-03-21 02:13:35
TXN_00000646,CUST_000220,MERCH_0018,611.26,netbanking,2026-04-04 02:13:35
TXN_00000647,CUST_000398,MERCH_0007,662.18,netbanking,2026-07-08 02:13:35
TXN_00000648,CUST_000211,MERCH_0013,10215.31,upi,2026-05-17 02:13:35
TXN_00000654,CUST_000343,MERCH_0020,144.61,debit_card,2026-05-07 02:13:35
TXN_00000659,CUST_000545,MERCH_0040,1399.62,wallet,2026-06-01 02:13:35
TXN_00000661,CUST_000026,MERCH_0035,647.56,credit_card,2026-05-11 02:13:35
TXN_00000663,CUST_000484,MERCH_0005,7889.51,credit_card,2026-07-10 02:13:35
TXN_00000671,CUST_000481,MERCH_0043,110.4,wallet,2026-07-25 02:13:35
TXN_00000674,CUST_000154,MERCH_0035,16870.96,netbanking,2026-04-13 02:13:35
TXN_00000676,CUST_000516,MERCH_0034,16331.03,debit_card,2026-05-23 02:13:35
TXN_00000681,CUST_000339,MERCH_0033,5599.77,credit_card,2026-04-28 02:13:35
TXN_00000683,CUST_000374,MERCH_0027,3330.74,upi,2026-05-06 02:13:35
TXN_00000686,CUST_000331,MERCH_0029,197.55,upi,2026-04-25 02:13:35
TXN_00000690,CUST_000507,MERCH_0007,310.15,wallet,2026-04-13 02:13:35
TXN_00000691,CUST_000567,MERCH_0044,2311.06,upi,2026-03-09 02:13:35
TXN_00000698,CUST_000203,MERCH_0023,1570.16,netbanking,2026-07-20 02:13:35
TXN_00000699,CUST_000098,MERCH_0037,3512.39,credit_card,2026-03-23 02:13:35
TXN_00000700,CUST_000504,MERCH_0021,1531.85,credit_card,2026-03-16 02:13:35
TXN_00000701,CUST_000321,MERCH_0029,827.63,credit_card,2026-06-28 02:13:35
TXN_00000702,CUST_000310,MERCH_0037,46.22,debit_card,2026-04-20 02:13:35
TXN_00000709,CUST_000010,MERCH_0028,422.5,upi,2026-05-14 02:13:35
TXN_00000719,CUST_000475,MERCH_0037,875.43,credit_card,2026-06-05 02:13:35
TXN_00000720,CUST_000316,MERCH_0010,711.48,debit_card,2026-03-22 02:13:35
TXN_00000724,CUST_000220,MERCH_0021,374.79,netbanking,2026-04-01 02:13:35
TXN_00000725,CUST_000246,MERCH_0004,6647.27,wallet,2026-05-13 02:13:35
TXN_00000726,CUST_000219,MERCH_0034,3638.73,wallet,2026-07-18 02:13:35
TXN_00000727,CUST_000427,MERCH_0036,28386.66,upi,2026-06-15 02:13:35
TXN_00000729,CUST_000246,MERCH_0040,487.37,wallet,2026-03-09 02:13:35
TXN_00000733,CUST_000118,MERCH_0030,1292.36,credit_card,2026-05-15 02:13:35
TXN_00000735,CUST_000430,MERCH_0034,27226.79,credit_card,2026-06-24 02:13:35
TXN_00000738,CUST_000352,MERCH_0020,23115.2,netbanking,2026-04-16 02:13:35
TXN_00000739,CUST_000301,MERCH_0048,14975.54,netbanking,2026-05-13 02:13:35
TXN_00000742,CUST_000102,MERCH_0022,4185.87,debit_card,2026-07-21 02:13:35
TXN_00000744,CUST_000559,MERCH_0000,40.45,netbanking,2026-05-19 02:13:35
TXN_00000747,CUST_000596,MERCH_0008,6060.5,wallet,2026-05-21 02:13:35
TXN_00000748,CUST_000524,MERCH_0045,1664.34,credit_card,2026-05-17 02:13:35
TXN_00000752,CUST_000521,MERCH_0032,258.49,debit_card,2026-03-31 02:13:35
TXN_00000760,CUST_000009,MERCH_0038,289.12,netbanking,2026-03-12 02:13:35
TXN_00000763,CUST_000450,MERCH_0012,2778.52,wallet,2026-04-10 02:13:35
TXN_00000765,CUST_000459,MERCH_0047,6678.65,debit_card,2026-07-12 02:13:35
TXN_00000766,CUST_000525,MERCH_0008,303.64,wallet,2026-04-23 02:13:35
TXN_00000768,CUST_000068,MERCH_0042,1305.63,upi,2026-07-29 02:13:35
TXN_00000769,CUST_000450,MERCH_0027,327.15,netbanking,2026-05-11 02:13:35
TXN_00000770,CUST_000032,MERCH_0016,478.35,upi,2026-03-14 02:13:35
TXN_00000771,CUST_000426,MERCH_0013,8355.39,debit_card,2026-05-31 02:13:35
TXN_00000772,CUST_000439,MERCH_0027,103.64,netbanking,2026-05-29 02:13:35
TXN_00000775,CUST_000561,MERCH_0047,1133.93,debit_card,2026-03-13 02:13:35
TXN_00000776,CUST_000014,MERCH_0020,2000.19,debit_card,2026-03-11 02:13:35
TXN_00000779,CUST_000372,MERCH_0043,3028.36,credit_card,2026-06-04 02:13:35
TXN_00000782,CUST_000257,MERCH_0017,28168.8,wallet,2026-05-20 02:13:35
TXN_00000784,CUST_000559,MERCH_0014,824.55,debit_card,2026-05-06 02:13:35
TXN_00000785,CUST_000594,MERCH_0044,3481.34,upi,2026-06-21 02:13:35
TXN_00000788,CUST_000180,MERCH_0041,178.32,upi,2026-05-25 02:13:35
TXN_00000791,CUST_000077,MERCH_0042,1889.42,credit_card,2026-07-21 02:13:35
TXN_00000794,CUST_000541,MERCH_0038,911.73,debit_card,2026-05-13 02:13:35
TXN_00000795,CUST_000038,MERCH_0031,1578.28,debit_card,2026-04-13 02:13:35
TXN_00000803,CUST_000454,MERCH_0033,392.14,upi,2026-05-26 02:13:35
TXN_00000804,CUST_000274,MERCH_0027,528.42,upi,2026-04-09 02:13:35
TXN_00000805,CUST_000570,MERCH_0000,705.81,netbanking,2026-07-29 02:13:35
TXN_00000806,CUST_000377,MERCH_0018,6557.91,credit_card,2026-04-13 02:13:35
TXN_00000812,CUST_000277,MERCH_0033,2612.66,wallet,2026-05-24 02:13:35
TXN_00000814,CUST_000393,MERCH_0041,100.2,netbanking,2026-06-21 02:13:35
TXN_00000815,CUST_000282,MERCH_0022,2699.16,debit_card,2026-04-27 02:13:35
TXN_00000818,CUST_000158,MERCH_0045,1687.56,debit_card,2026-05-23 02:13:35
TXN_00000819,CUST_000395,MERCH_0022,3464.33,netbanking,2026-07-02 02:13:35
TXN_00000821,CUST_000343,MERCH_0026,1182.76,wallet,2026-07-25 02:13:35
TXN_00000831,CUST_000159,MERCH_0012,1042.83,netbanking,2026-07-19 02:13:35
TXN_00000835,CUST_000145,MERCH_0006,452.83,netbanking,2026-05-14 02:13:35
TXN_00000838,CUST_000316,MERCH_0040,1738.58,debit_card,2026-07-20 02:13:35
TXN_00000839,CUST_000096,MERCH_0023,403.39,wallet,2026-06-03 02:13:35
TXN_00000840,CUST_000254,MERCH_0030,1623.89,credit_card,2026-05-09 02:13:35
TXN_00000842,CUST_000270,MERCH_0031,645.59,credit_card,2026-07-21 02:13:35
TXN_00000846,CUST_000389,MERCH_0044,1967.18,credit_card,2026-07-10 02:13:35
TXN_00000847,CUST_000383,MERCH_0000,875.47,wallet,2026-03-23 02:13:35
TXN_00000848,CUST_000471,MERCH_0019,4639.15,wallet,2026-06-11 02:13:35
